OrderID,Price,Quantity,ProductID,CustomerID
O6198,992,3,27-09-2019,I95,C42
O6199,1012,6,02-10-2019,I95,C167
O62,16950,27,01-04-2020,I68,C80
O620,759,6,24-05-2019,I33,C150
O6200,1120,6,09-10-2019,I95,C192
O6201,1019,7,11-10-2019,I95,C171
O6202,1016,2,14-10-2019,I95,C44
O6203,1100,2,19-10-2019,I95,C145
O6204,1102,3,22-10-2019,I95,C23
O6205,1185,2,24-10-2019,I95,C168
O6206,1087,6,27-10-2019,I95,C130
O6207,1124,9,02-11-2019,I95,C57
O6208,1178,10,07-11-2019,I95,C20
O6209,1178,2,10-11-2019,I95,C145
O621,854,4,03-06-2019,I33,C79
O6210,1090,7,12-11-2019,I95,C54
O6211,727,4,15-11-2019,I95,C26
O6212,1072,6,20-11-2019,I95,C45
O6213,1041,7,23-11-2019,I95,C135
O6214,1048,5,27-11-2019,I95,C93
O6215,1166,6,01-12-2019,I95,C61
O6216,1100,7,08-12-2019,I95,C131
O6217,1172,10,14-12-2019,I95,C145
O6218,1202,1,18-12-2019,I95,C27
O6219,1186,6,24-12-2019,I95,C152
O622,860,5,06-06-2019,I181,C165
O6220,1118,7,28-12-2019,I95,C78
O6221,1076,5,06-01-2020,I95,C183
O6222,1172,3,10-01-2020,I95,C139
O6223,1146,5,15-01-2020,I95,C139
O6224,1224,1,18-01-2020,I95,C65
O6225,1237,3,20-01-2020,I95,C85
O6226,1155,7,26-01-2020,I95,C189
O6227,1113,3,28-01-2020,I95,C129
O6228,1168,10,02-02-2020,I95,C94
O6229,1118,10,05-02-2020,I95,C183
O623,929,6,11-06-2019,I181,C146
O6230,1212,1,11-02-2020,I95,C104
O6231,1158,4,15-02-2020,I95,C139
O6232,1187,6,22-02-2020,I95,C90
O6233,1283,9,25-02-2020,I95,C55
O6234,1162,5,04-03-2020,I95,C96
O6235,728,9,04-03-2020,I95,C197
O6236,1166,2,09-03-2020,I95,C156
O6237,1314,3,13-03-2020,I95,C46
O6238,1148,8,19-03-2020,I95,C72
O6239,1221,6,22-03-2020,I95,C50
O624,813,8,15-06-2019,I181,C96
O6240,1252,6,27-03-2020,I95,C104
O6241,283,1,01-01-2017,I4,C182
O6242,287,8,05-01-2017,I129,C43
O6243,288,6,08-01-2017,I129,C186
O6244,294,7,15-01-2017,I4,C82
O6245,299,6,18-01-2017,I129,C106
O6246,304,2,25-01-2017,I4,C43
O6247,307,3,03-02-2017,I4,C142
O6248,318,6,10-02-2017,I129,C10
O6249,320,6,17-02-2017,I18,C13
O625,884,2,22-06-2019,I33,C139
O6250,330,8,20-02-2017,I18,C47
O6251,333,2,17-02-2017,I129,C141
O6252,328,8,27-02-2017,I18,C172
O6253,340,4,06-03-2017,I129,C15
O6254,340,10,13-03-2017,I4,C58
O6255,350,7,15-03-2017,I4,C1
O6256,357,9,20-03-2017,I4,C65
O6257,349,5,25-03-2017,I18,C70
O6258,359,6,28-03-2017,I18,C33
O6259,359,5,01-04-2017,I129,C196
O626,846,4,25-06-2019,I181,C116
O6260,376,7,11-04-2017,I18,C93
O6261,376,4,11-04-2017,I18,C78
O6262,377,5,19-04-2017,I18,C165
O6263,373,1,23-04-2017,I18,C44
O6264,383,3,02-05-2017,I4,C142
O6265,380,5,07-05-2017,I18,C86
O6266,406,10,13-05-2017,I4,C130
O6267,397,9,20-05-2017,I129,C150
O6268,415,3,22-05-2017,I4,C196
O6269,396,5,27-05-2017,I4,C71
O627,890,3,01-07-2019,I181,C99
O6270,400,8,05-06-2017,I4,C153
O6271,432,6,11-06-2017,I18,C188
O6272,424,4,18-06-2017,I4,C106
O6273,421,2,25-06-2017,I4,C130
O6274,443,5,28-06-2017,I4,C120
O6275,453,7,07-07-2017,I4,C81
O6276,464,3,13-07-2017,I4,C183
O6277,465,7,19-07-2017,I129,C146
O6278,459,10,25-07-2017,I129,C97
O6279,443,3,01-08-2017,I129,C184
O628,797,2,03-07-2019,I33,C67
O6280,458,1,05-08-2017,I4,C74
O6281,448,6,07-08-2017,I4,C34
O6282,449,3,11-08-2017,I129,C121
O6283,488,9,16-08-2017,I18,C70
O6284,460,3,23-08-2017,I18,C45
O6285,469,3,28-08-2017,I129,C157
O6286,487,4,02-09-2017,I129,C19
O6287,481,7,05-09-2017,I129,C80
O6288,494,6,12-09-2017,I129,C54
O6289,503,3,17-09-2017,I4,C76
O629,873,10,05-07-2019,I33,C184
O6290,494,3,20-09-2017,I129,C179
O6291,514,6,24-09-2017,I18,C140
O6292,475,5,24-09-2017,I18,C34
O6293,526,7,01-10-2017,I4,C200
O6294,505,8,07-10-2017,I129,C185
O6295,531,3,14-10-2017,I4,C22
O6296,535,2,21-10-2017,I4,C44
O6297,547,8,24-10-2017,I4,C9
O6298,528,10,03-11-2017,I129,C135
O6299,518,2,07-11-2017,I18,C49
O63,7750,2,01-12-2020,I9,C58
O630,890,3,13-07-2019,I33,C96
O6300,516,10,07-11-2017,I18,C8
O6301,576,1,13-11-2017,I129,C50
O6302,512,3,15-11-2017,I4,C33
O6303,531,2,22-11-2017,I18,C199
O6304,535,4,26-11-2017,I4,C64
O6305,589,2,03-12-2017,I129,C130
O6306,561,7,07-12-2017,I18,C163
O6307,559,6,11-12-2017,I18,C191
O6308,583,10,15-12-2017,I4,C23
O6309,563,2,21-12-2017,I18,C2
O631,804,6,18-07-2019,I33,C146
O6310,559,1,23-12-2017,I4,C182
O6311,601,4,27-12-2017,I18,C161
O6312,582,7,05-01-2018,I18,C183
O6313,609,1,09-01-2018,I18,C147
O6314,578,6,15-01-2018,I18,C136
O6315,621,5,21-01-2018,I129,C61
O6316,577,9,25-01-2018,I18,C129
O6317,617,2,01-02-2018,I129,C122
O6318,609,8,04-02-2018,I18,C68
O6319,634,3,09-02-2018,I4,C152
O632,969,9,24-07-2019,I181,C123
O6320,608,6,12-02-2018,I18,C16
O6321,602,1,14-02-2018,I129,C96
O6322,606,4,18-02-2018,I4,C161
O6323,599,9,24-02-2018,I129,C193
O6324,643,2,01-03-2018,I4,C9
O6325,626,8,06-03-2018,I129,C78
O6326,660,9,13-03-2018,I18,C192
O6327,679,7,20-03-2018,I18,C145
O6328,695,2,27-03-2018,I4,C157
O6329,644,6,03-04-2018,I4,C161
O633,834,9,03-08-2019,I33,C112
O6330,703,3,07-04-2018,I129,C133
O6331,669,7,11-04-2018,I4,C192
O6332,666,8,16-04-2018,I4,C36
O6333,652,8,21-04-2018,I129,C143
O6334,707,4,24-04-2018,I4,C106
O6335,656,2,26-04-2018,I129,C1
O6336,686,1,01-05-2018,I129,C87
O6337,713,6,03-05-2018,I4,C178
O6338,685,9,06-05-2018,I129,C140
O6339,676,8,10-05-2018,I129,C196
O634,850,10,08-08-2019,I181,C180
O6340,742,7,11-05-2018,I4,C142
O6341,699,10,16-05-2018,I18,C137
O6342,716,5,21-05-2018,I18,C49
O6343,694,2,28-05-2018,I18,C146
O6344,684,1,07-06-2018,I18,C6
O6345,735,3,13-06-2018,I18,C70
O6346,679,10,15-06-2018,I129,C7
O6347,729,5,20-06-2018,I129,C77
O6348,706,4,26-06-2018,I4,C42
O6349,744,2,04-07-2018,I4,C88
O635,939,5,15-08-2019,I181,C36
O6350,722,8,09-07-2018,I129,C164
O6351,741,5,12-07-2018,I129,C101
O6352,803,8,19-07-2018,I129,C136
O6353,761,6,24-07-2018,I18,C162
O6354,723,6,25-07-2018,I18,C76
O6355,765,5,28-07-2018,I4,C125
O6356,771,9,07-08-2018,I129,C52
O6357,826,6,09-08-2018,I18,C190
O6358,760,4,14-08-2018,I129,C148
O6359,794,8,14-08-2018,I129,C36
O636,970,10,20-08-2019,I33,C161
O6360,748,9,19-08-2018,I18,C25
O6361,792,6,22-08-2018,I4,C103
O6362,795,1,27-08-2018,I18,C137
O6363,796,10,01-09-2018,I4,C85
O6364,832,7,06-09-2018,I4,C109
O6365,764,8,06-09-2018,I18,C117
O6366,849,6,12-09-2018,I4,C142
O6367,773,1,19-09-2018,I18,C9
O6368,821,2,26-09-2018,I4,C111
O6369,774,2,01-10-2018,I18,C102
O637,807,9,18-08-2019,I181,C14
O6370,825,10,03-10-2018,I18,C40
O6371,858,8,06-10-2018,I129,C29
O6372,872,5,09-10-2018,I18,C40
O6373,804,1,15-10-2018,I18,C152
O6374,884,10,20-10-2018,I4,C151
O6375,834,10,26-10-2018,I18,C74
O6376,870,4,01-11-2018,I129,C94
O6377,910,2,09-11-2018,I129,C140
O6378,856,7,16-11-2018,I129,C52
O6379,831,7,21-11-2018,I4,C167
O638,849,7,25-08-2019,I181,C11
O6380,900,5,25-11-2018,I129,C158
O6381,923,4,28-11-2018,I4,C44
O6382,856,5,07-12-2018,I4,C68
O6383,819,10,12-12-2018,I18,C8
O6384,894,1,15-12-2018,I4,C96
O6385,947,5,22-12-2018,I4,C13
O6386,927,9,01-01-2019,I18,C177
O6387,854,8,06-01-2019,I129,C91
O6388,936,6,05-01-2019,I18,C75
O6389,849,9,09-01-2019,I18,C172
O639,917,5,27-08-2019,I33,C20
O6390,863,7,14-01-2019,I129,C89
O6391,879,1,16-01-2019,I18,C105
O6392,895,3,22-01-2019,I129,C97
O6393,941,4,24-01-2019,I4,C91
O6394,887,5,24-01-2019,I129,C140
O6395,969,9,01-02-2019,I4,C169
O6396,925,5,08-02-2019,I4,C113
O6397,946,2,13-02-2019,I4,C41
O6398,889,7,15-02-2019,I18,C116
O6399,947,1,18-02-2019,I18,C42
O64,17850,42,01-26-2020,I20,C97
O640,933,2,02-09-2019,I33,C19
O6400,901,7,21-02-2019,I129,C47
O6401,947,7,28-02-2019,I4,C167
O6402,893,9,04-03-2019,I18,C66
O6403,992,5,10-03-2019,I129,C112
O6404,1029,3,17-03-2019,I129,C130
O6405,1003,9,19-03-2019,I18,C154
O6406,1011,9,24-03-2019,I4,C173
O6407,912,3,03-04-2019,I4,C137
O6408,965,8,09-04-2019,I18,C102
O6409,944,10,12-04-2019,I4,C68
O641,934,10,07-09-2019,I33,C114
O6410,995,1,18-04-2019,I18,C28
O6411,967,10,21-04-2019,I129,C134
O6412,914,5,23-04-2019,I4,C59
O6413,1043,6,27-04-2019,I129,C70
O6414,954,5,05-05-2019,I18,C72
O6415,1043,4,08-05-2019,I4,C25
O6416,982,1,15-05-2019,I4,C37
O6417,932,8,21-05-2019,I4,C51
O6418,1089,8,23-05-2019,I18,C15
O6419,1080,3,01-06-2019,I129,C26
O642,941,1,11-09-2019,I33,C63
O6420,1085,3,05-06-2019,I4,C101
O6421,995,3,11-06-2019,I4,C125
O6422,986,8,15-06-2019,I129,C182
O6423,989,3,20-06-2019,I4,C108
O6424,1062,9,23-06-2019,I129,C77
O6425,1098,3,02-07-2019,I129,C75
O6426,1089,3,04-07-2019,I4,C117
O6427,958,4,06-07-2019,I18,C123
O6428,983,2,15-07-2019,I18,C54
O6429,1044,3,19-07-2019,I129,C197
O643,867,5,15-09-2019,I33,C103
O6430,987,7,25-07-2019,I129,C41
O6431,1068,8,28-07-2019,I129,C150
O6432,1010,9,06-08-2019,I18,C48
O6433,1095,4,11-08-2019,I18,C177
O6434,1020,1,15-08-2019,I4,C98
O6435,1156,2,20-08-2019,I4,C10
O6436,1072,1,23-08-2019,I129,C43
O6437,1027,9,26-08-2019,I4,C123
O6438,1117,4,03-09-2019,I18,C65
O6439,1071,6,06-09-2019,I129,C66
O644,906,1,19-09-2019,I33,C145
O6440,1168,5,13-09-2019,I129,C180
O6441,1068,7,19-09-2019,I18,C57
O6442,1064,4,25-09-2019,I4,C20
O6443,1136,7,28-09-2019,I18,C189
O6444,1074,1,03-10-2019,I129,C154
O6445,1085,6,07-10-2019,I18,C85
O6446,1148,9,14-10-2019,I18,C24
O6447,1161,9,21-10-2019,I18,C29
O6448,1156,3,24-10-2019,I4,C190
O6449,1238,8,27-10-2019,I129,C8
O645,1015,2,26-09-2019,I33,C196
O6450,1215,6,05-11-2019,I18,C183
O6451,1112,2,12-11-2019,I129,C172
O6452,1123,3,14-11-2019,I4,C85
O6453,1182,10,19-11-2019,I4,C32
O6454,1254,5,23-11-2019,I18,C101
O6455,1113,6,26-11-2019,I4,C157
O6456,1049,9,24-11-2019,I129,C97
O6457,1210,5,03-12-2019,I129,C146
O6458,1206,7,09-12-2019,I4,C12
O6459,1220,7,13-12-2019,I129,C104
O646,1000,7,05-10-2019,I181,C151
O6460,1122,4,19-12-2019,I18,C145
O6461,1244,1,22-12-2019,I18,C99
O6462,1204,2,24-12-2019,I4,C107
O6463,1274,5,28-12-2019,I129,C86
O6464,1279,10,06-01-2020,I18,C138
O6465,1187,7,11-01-2020,I129,C98
O6466,1215,3,14-01-2020,I18,C122
O6467,1199,3,17-01-2020,I129,C141
O6468,1138,8,21-01-2020,I18,C90
O6469,1160,5,24-01-2020,I4,C25
O647,983,1,11-10-2019,I181,C131
O6470,1201,9,03-02-2020,I18,C61
O6471,1137,10,08-02-2020,I18,C160
O6472,1324,8,10-02-2020,I4,C46
O6473,1276,2,13-02-2020,I4,C127
O6474,1211,5,19-02-2020,I129,C9
O6475,1298,1,25-02-2020,I18,C31
O6476,1261,2,01-03-2020,I129,C47
O6477,1354,2,08-03-2020,I4,C166
O6478,1202,4,10-03-2020,I4,C49
O6479,1179,4,12-03-2020,I129,C115
O648,892,2,18-10-2019,I33,C36
O6480,1192,4,19-03-2020,I129,C179
O6481,1283,1,22-03-2020,I129,C137
O6482,1349,6,28-03-2020,I4,C157
O6483,105,9,01-01-2017,I189,C65
O6484,109,8,06-01-2017,I53,C192
O6485,112,6,05-01-2017,I91,C155
O6486,116,2,13-01-2017,I189,C181
O6487,118,10,18-01-2017,I91,C59
O6488,125,3,23-01-2017,I189,C111
O6489,125,7,01-02-2017,I91,C118
O649,1044,2,22-10-2019,I181,C176
O6490,127,8,03-02-2017,I189,C55
O6491,138,8,09-02-2017,I91,C116
O6492,142,9,16-02-2017,I53,C26
O6493,140,7,20-02-2017,I91,C15
O6494,144,8,27-02-2017,I189,C154
O6495,154,1,01-03-2017,I189,C38
O6496,150,1,08-03-2017,I189,C188
O6497,163,2,11-03-2017,I91,C53
O6498,161,4,16-03-2017,I53,C159
O6499,163,10,18-03-2017,I53,C44
O65,14650,1,04-26-2020,I65,C68
O650,882,4,21-10-2019,I181,C58
O6500,162,10,23-03-2017,I91,C155
O6501,174,1,25-03-2017,I91,C78
O6502,181,8,02-04-2017,I189,C161
O6503,169,8,08-04-2017,I53,C41
O6504,180,1,11-04-2017,I189,C123
O6505,190,7,13-04-2017,I91,C160
O6506,198,7,20-04-2017,I53,C150
O6507,185,5,23-04-2017,I91,C106
O6508,211,10,25-04-2017,I53,C100
O6509,184,3,27-04-2017,I189,C150
O651,991,2,02-11-2019,I181,C149
O6510,195,8,05-05-2017,I53,C43
O6511,191,5,10-05-2017,I91,C188
O6512,198,9,13-05-2017,I91,C149
O6513,195,4,15-05-2017,I91,C152
O6514,220,9,21-05-2017,I91,C74
O6515,202,10,27-05-2017,I189,C115
O6516,234,2,06-06-2017,I189,C154
O6517,215,5,11-06-2017,I189,C59
O6518,227,2,13-06-2017,I91,C185
O6519,229,7,18-06-2017,I189,C172
O652,1002,6,06-11-2019,I181,C129
O6520,248,10,24-06-2017,I53,C82
O6521,258,7,01-07-2017,I91,C43
O6522,234,4,05-07-2017,I53,C176
O6523,261,1,09-07-2017,I91,C44
O6524,263,7,07-07-2017,I189,C70
O6525,265,9,14-07-2017,I53,C4
O6526,269,2,21-07-2017,I91,C168
O6527,273,9,27-07-2017,I91,C86
O6528,275,8,03-08-2017,I53,C135
O6529,272,4,06-08-2017,I91,C184
O653,912,6,11-11-2019,I33,C145
O6530,286,9,09-08-2017,I189,C77
O6531,252,10,11-08-2017,I91,C11
O6532,269,9,16-08-2017,I91,C126
O6533,285,3,20-08-2017,I91,C96
O6534,295,4,22-08-2017,I91,C183
O6535,290,3,27-08-2017,I53,C57
O6536,275,5,05-09-2017,I189,C32
O6537,301,1,07-09-2017,I91,C60
O6538,305,6,13-09-2017,I53,C25
O6539,309,8,17-09-2017,I91,C165
O654,1015,10,15-11-2019,I33,C101
O6540,279,5,22-09-2017,I53,C41
O6541,319,5,25-09-2017,I189,C14
O6542,292,10,03-10-2017,I53,C28
O6543,314,2,09-10-2017,I53,C108
O6544,315,5,15-10-2017,I189,C87
O6545,343,6,19-10-2017,I189,C77
O6546,311,4,25-10-2017,I91,C6
O6547,345,9,27-10-2017,I91,C91
O6548,307,9,01-11-2017,I91,C79
O6549,317,10,08-11-2017,I189,C140
O655,996,8,22-11-2019,I181,C150
O6550,322,6,11-11-2017,I91,C67
O6551,329,2,18-11-2017,I53,C154
O6552,322,4,22-11-2017,I189,C61
O6553,333,8,26-11-2017,I91,C79
O6554,376,9,25-11-2017,I189,C37
O6555,377,3,06-12-2017,I91,C52
O6556,383,7,08-12-2017,I189,C168
O6557,354,9,16-12-2017,I189,C20
O6558,336,4,20-12-2017,I91,C11
O6559,339,3,23-12-2017,I189,C181
O656,995,2,01-12-2019,I33,C24
O6560,359,9,26-12-2017,I189,C135
O6561,352,8,28-12-2017,I91,C82
O6562,401,5,07-01-2018,I91,C168
O6563,392,7,10-01-2018,I53,C19
O6564,359,7,16-01-2018,I53,C81
O6565,383,4,23-01-2018,I189,C23
O6566,387,1,02-02-2018,I189,C185
O6567,508,6,01-02-2018,I53,C75
O6568,412,4,11-02-2018,I91,C92
O6569,392,2,17-02-2018,I53,C45
O657,892,7,04-12-2019,I181,C3
O6570,446,8,22-02-2018,I91,C169
O6571,396,4,01-03-2018,I189,C95
O6572,452,6,03-03-2018,I91,C152
O6573,426,2,09-03-2018,I53,C113
O6574,445,9,12-03-2018,I53,C96
O6575,456,6,15-03-2018,I53,C76
O6576,415,2,21-03-2018,I53,C7
O6577,418,5,25-03-2018,I91,C28
O6578,450,7,04-04-2018,I53,C142
O6579,415,5,07-04-2018,I189,C127
O658,943,7,11-12-2019,I181,C56
O6580,419,1,13-04-2018,I91,C43
O6581,430,8,17-04-2018,I189,C52
O6582,497,5,22-04-2018,I189,C20
O6583,443,1,27-04-2018,I91,C22
O6584,501,5,26-04-2018,I91,C200
O6585,425,6,04-05-2018,I189,C26
O6586,512,8,07-05-2018,I189,C185
O6587,513,8,07-05-2018,I53,C92
O6588,487,1,13-05-2018,I189,C63
O6589,481,10,17-05-2018,I53,C62
O659,1046,10,14-12-2019,I33,C52
O6590,476,1,20-05-2018,I189,C50
O6591,501,8,23-05-2018,I189,C66
O6592,477,5,02-06-2018,I189,C188
O6593,527,2,09-06-2018,I189,C97
O6594,547,5,16-06-2018,I189,C48
O6595,469,1,21-06-2018,I189,C82
O6596,459,5,23-06-2018,I189,C80
O6597,470,3,28-06-2018,I53,C172
O6598,504,10,07-07-2018,I53,C161
O6599,553,5,10-07-2018,I91,C42
O66,16650,28,02-05-2020,I67,C80
O660,1030,1,21-12-2019,I181,C88
O6600,538,8,17-07-2018,I91,C183
O6601,576,2,24-07-2018,I53,C152
O6602,488,5,02-08-2018,I189,C121
O6603,546,9,05-08-2018,I53,C171
O6604,583,4,07-08-2018,I189,C168
O6605,584,2,10-08-2018,I91,C15
O6606,519,3,16-08-2018,I189,C110
O6607,579,10,15-08-2018,I53,C143
O6608,552,3,23-08-2018,I91,C142
O6609,680,2,25-08-2018,I53,C122
O661,974,2,23-12-2019,I181,C157
O6610,510,4,02-09-2018,I91,C116
O6611,603,9,04-09-2018,I91,C151
O6612,575,7,08-09-2018,I91,C152
O6613,575,7,13-09-2018,I53,C129
O6614,582,3,17-09-2018,I189,C148
O6615,550,7,24-09-2018,I53,C103
O6616,535,10,28-09-2018,I91,C4
O6617,632,7,28-09-2018,I53,C183
O6618,560,1,05-10-2018,I91,C103
O6619,533,9,11-10-2018,I53,C94
O662,1055,1,27-12-2019,I181,C114
O6620,619,4,16-10-2018,I91,C77
O6621,658,8,21-10-2018,I91,C110
O6622,551,6,24-10-2018,I53,C29
O6623,601,5,27-10-2018,I189,C153
O6624,570,5,03-11-2018,I91,C102
O6625,628,9,05-11-2018,I53,C117
O6626,653,1,07-11-2018,I189,C27
O6627,662,3,11-11-2018,I91,C113
O6628,654,3,18-11-2018,I91,C79
O6629,611,1,25-11-2018,I91,C100
O663,1030,10,01-01-2020,I181,C21
O6630,645,10,04-12-2018,I189,C76
O6631,610,9,10-12-2018,I53,C76
O6632,662,4,13-12-2018,I53,C75
O6633,615,5,15-12-2018,I91,C16
O6634,657,3,22-12-2018,I189,C23
O6635,590,1,01-01-2019,I189,C70
O6636,689,3,06-01-2019,I53,C126
O6637,682,9,10-01-2019,I91,C91
O6638,627,6,16-01-2019,I189,C1
O6639,629,3,20-01-2019,I91,C91
O664,1030,4,04-01-2020,I33,C93
O6640,640,4,23-01-2019,I53,C156
O6641,607,3,25-01-2019,I53,C30
O6642,644,1,01-02-2019,I53,C50
O6643,636,1,07-02-2019,I189,C67
O6644,721,2,14-02-2019,I53,C131
O6645,729,7,21-02-2019,I91,C165
O6646,690,1,28-02-2019,I91,C129
O6647,720,5,05-03-2019,I53,C44
O6648,674,3,09-03-2019,I53,C68
O6649,649,8,16-03-2019,I53,C78
O665,1082,4,07-01-2020,I33,C139
O6650,673,9,19-03-2019,I189,C35
O6651,749,1,26-03-2019,I91,C141
O6652,672,7,03-04-2019,I91,C76
O6653,776,1,07-04-2019,I189,C84
O6654,935,4,10-04-2019,I91,C121
O6655,689,4,18-04-2019,I91,C137
O6656,732,8,23-04-2019,I189,C39
O6657,659,4,27-04-2019,I53,C198
O6658,792,2,04-05-2019,I91,C26
O6659,797,9,07-05-2019,I189,C165
O666,867,7,09-01-2020,I33,C70
O6660,775,5,09-05-2019,I189,C61
O6661,751,9,11-05-2019,I189,C37
O6662,820,3,14-05-2019,I189,C145
O6663,793,4,17-05-2019,I189,C44
O6664,779,1,23-05-2019,I91,C7
O6665,907,1,24-05-2019,I91,C86
O6666,737,2,28-05-2019,I91,C42
O6667,705,4,05-06-2019,I53,C92
O6668,780,3,07-06-2019,I189,C64
O6669,728,6,11-06-2019,I53,C91
O667,1022,8,17-01-2020,I181,C182
O6670,899,4,14-06-2019,I91,C187
O6671,827,8,22-06-2019,I189,C56
O6672,816,7,27-06-2019,I53,C155
O6673,736,10,02-07-2019,I53,C179
O6674,719,7,09-07-2019,I91,C63
O6675,862,2,16-07-2019,I189,C167
O6676,751,10,22-07-2019,I91,C64
O6677,761,6,24-07-2019,I189,C33
O6678,1032,3,27-07-2019,I189,C145
O6679,786,5,06-08-2019,I53,C72
O668,1028,1,19-01-2020,I181,C85
O6680,853,8,09-08-2019,I91,C179
O6681,985,1,10-08-2019,I91,C96
O6682,747,2,17-08-2019,I189,C60
O6683,818,9,21-08-2019,I53,C116
O6684,895,7,27-08-2019,I91,C107
O6685,863,5,02-09-2019,I91,C134
O6686,810,10,07-09-2019,I91,C129
O6687,857,9,12-09-2019,I91,C36
O6688,833,3,18-09-2019,I189,C118
O6689,865,2,22-09-2019,I53,C4
O669,1015,1,26-01-2020,I33,C110
O6690,900,9,28-09-2019,I91,C104
O6691,930,2,02-10-2019,I189,C35
O6692,833,7,05-10-2019,I53,C112
O6693,849,6,07-10-2019,I53,C53
O6694,821,2,09-10-2019,I91,C185
O6695,785,8,12-10-2019,I189,C8
O6696,788,6,17-10-2019,I53,C4
O6697,915,7,22-10-2019,I189,C13
O6698,797,4,25-10-2019,I91,C185
O6699,874,10,03-11-2019,I189,C13
O67,5850,36,03-31-2020,I137,C3
O670,965,5,01-02-2020,I33,C192
O6700,1159,4,06-11-2019,I189,C65
O6701,791,3,13-11-2019,I91,C189
O6702,919,8,16-11-2019,I91,C82
O6703,945,8,23-11-2019,I189,C158
O6704,805,7,02-12-2019,I91,C143
O6705,997,2,05-12-2019,I189,C188
O6706,989,10,08-12-2019,I189,C80
O6707,835,10,11-12-2019,I189,C36
O6708,1001,6,13-12-2019,I53,C198
O6709,1007,5,18-12-2019,I189,C126
O671,972,6,08-02-2020,I181,C147
O6710,1039,5,17-12-2019,I91,C143
O6711,881,4,22-12-2019,I91,C94
O6712,978,4,25-12-2019,I53,C160
O6713,1042,5,01-01-2020,I53,C65
O6714,985,5,03-01-2020,I91,C147
O6715,999,2,06-01-2020,I91,C59
O6716,926,5,10-01-2020,I53,C101
O6717,865,4,15-01-2020,I53,C135
O6718,962,7,21-01-2020,I53,C168
O6719,914,6,23-01-2020,I53,C8
O672,1106,4,13-02-2020,I181,C73
O6720,929,8,26-01-2020,I53,C3
O6721,917,3,05-02-2020,I91,C11
O6722,1020,5,10-02-2020,I53,C143
O6723,1039,1,12-02-2020,I53,C118
O6724,1185,3,11-02-2020,I53,C97
O6725,941,10,18-02-2020,I53,C82
O6726,1054,8,21-02-2020,I53,C113
O6727,1021,6,27-02-2020,I189,C94
O6728,1016,5,02-03-2020,I91,C125
O6729,945,7,05-03-2020,I189,C171
O673,1005,9,18-02-2020,I33,C188
O6730,925,2,08-03-2020,I91,C181
O6731,1060,5,15-03-2020,I91,C53
O6732,890,10,22-03-2020,I91,C165
O6733,913,10,28-03-2020,I91,C171
O6734,181,10,01-01-2017,I24,C147
O6735,184,5,06-01-2017,I20,C26
O6736,192,6,08-01-2017,I20,C1
O6737,187,6,11-01-2017,I20,C5
O6738,188,1,14-01-2017,I20,C62
O6739,189,10,16-01-2017,I20,C107
O674,1147,4,21-02-2020,I181,C151
O6740,193,10,19-01-2017,I24,C72
O6741,194,10,22-01-2017,I20,C68
O6742,196,9,26-01-2017,I24,C113
O6743,201,8,01-02-2017,I20,C104
O6744,204,5,05-02-2017,I20,C156
O6745,221,9,10-02-2017,I20,C133
O6746,210,9,16-02-2017,I20,C109
O6747,205,5,19-02-2017,I24,C68
O6748,217,8,24-02-2017,I20,C47
O6749,218,8,26-02-2017,I20,C150
O675,1075,2,23-02-2020,I181,C132
O6750,217,7,01-03-2017,I24,C117
O6751,231,4,02-03-2017,I20,C40
O6752,226,6,08-03-2017,I20,C8
O6753,225,3,15-03-2017,I20,C61
O6754,224,1,17-03-2017,I20,C149
O6755,221,2,21-03-2017,I24,C149
O6756,224,3,23-03-2017,I20,C116
O6757,227,10,28-03-2017,I24,C60
O6758,259,9,01-04-2017,I24,C103
O6759,246,6,09-04-2017,I24,C161
O676,1132,8,25-02-2020,I33,C33
O6760,250,1,15-04-2017,I24,C98
O6761,252,1,21-04-2017,I24,C189
O6762,239,5,27-04-2017,I20,C149
O6763,256,2,06-05-2017,I24,C148
O6764,248,2,09-05-2017,I24,C32
O6765,246,2,12-05-2017,I20,C163
O6766,264,10,16-05-2017,I20,C186
O6767,266,1,19-05-2017,I20,C33
O6768,258,9,23-05-2017,I20,C85
O6769,330,3,26-05-2017,I24,C2
O677,995,6,27-02-2020,I33,C198
O6770,261,10,03-06-2017,I24,C100
O6771,278,6,08-06-2017,I20,C37
O6772,272,4,14-06-2017,I24,C56
O6773,279,3,17-06-2017,I24,C30
O6774,292,7,19-06-2017,I20,C109
O6775,274,1,22-06-2017,I24,C103
O6776,282,2,27-06-2017,I20,C7
O6777,273,4,06-07-2017,I24,C158
O6778,276,3,09-07-2017,I20,C189
O6779,336,10,09-07-2017,I20,C178
O678,1040,3,03-03-2020,I181,C137
O6780,281,1,17-07-2017,I24,C105
O6781,293,2,23-07-2017,I24,C93
O6782,312,1,02-08-2017,I24,C145
O6783,326,1,09-08-2017,I20,C33
O6784,292,9,16-08-2017,I20,C125
O6785,320,5,23-08-2017,I20,C91
O6786,316,9,26-08-2017,I24,C50
O6787,340,3,01-09-2017,I24,C57
O6788,309,4,03-09-2017,I24,C70
O6789,315,7,05-09-2017,I24,C148
O679,1141,1,08-03-2020,I33,C174
O6790,330,7,11-09-2017,I20,C6
O6791,345,10,18-09-2017,I20,C33
O6792,326,6,21-09-2017,I20,C161
